;;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr
;;1997/98;1997/98;1997/98;1998/99;1998/99;1998/99;1999/00;1999/00;1999/00;2000/01;2000/01;2000/01;2001/02;2001/02;2001/02;2002/03;2002/03;2002/03;2003/04;2003/04;2003/04;2004/05;2004/05;2004/05;2005/06;2005/06;2005/06;2006/07;2006/07;2006/07;2007/08;2007/08;2007/08;2008/09;2008/09;2008/09;2009/10;2009/10;2009/10;2010/11;2010/11;2010/11;2011/12;2011/12;2011/12;2012/13;2012/13;2012/13;2013/14;2013/14;2013/14;2014/15;2014/15;2014/15;2015/16;2015/16;2015/16;2016/17;2016/17;2016/17;2017/18;2017/18;2017/18;2018/19;2018/19;2018/19;2019/20;2019/20;2019/20;2020/21;2020/21;2020/21
;;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht
;;männlich;weiblich;Insgesamt;männlich;weiblich;Insgesamt;männlich;weiblich;Insgesamt;männlich;weiblich;Insgesamt;männlich;weiblich;Insgesamt;männlich;weiblich;Insgesamt;männlich;weiblich;Insgesamt;männlich;weiblich;Insgesamt;männlich;weiblich;Insgesamt;männlich;weiblich;Insgesamt;männlich;weiblich;Insgesamt;männlich;weiblich;Insgesamt;männlich;weiblich;Insgesamt;männlich;weiblich;Insgesamt;männlich;weiblich;Insgesamt;männlich;weiblich;Insgesamt;männlich;weiblich;Insgesamt;männlich;weiblich;Insgesamt;männlich;weiblich;Insgesamt;männlich;weiblich;Insgesamt;männlich;weiblich;Insgesamt;männlich;weiblich;Insgesamt;männlich;weiblich;Insgesamt;männlich;weiblich;Insgesamt
Freie Waldorfschulen;Mittlerer Schulabschluss;603;635;1238;680;632;1312;715;724;1439;710;760;1470;721;779;1500;835;830;1665;897;846;1743;881;890;1771;893;801;1694;911;885;1796;908;887;1795;1019;954;1973;900;863;1763;938;880;1818;1010;1016;2026;1063;1009;2072;1006;929;1935;1029;964;1993;1088;979;2067;1073;1107;2180;1101;1023;2124;1158;1107;2265;1092;1059;2151;1167;1063;2230
Freie Waldorfschulen;Fachhochschulreife;100;112;212;140;152;292;130;154;284;148;180;328;142;165;307;175;167;342;204;203;407;202;186;388;222;210;432;223;207;430;200;212;412;239;240;479;226;224;450;174;224;398;226;250;476;160;146;306;135;153;288;147;198;345;169;193;362;176;179;355;153;198;351;183;204;387;195;192;390;194;194;388
Freie Waldorfschulen;Allgemeine Hochschulreife;897;1026;1923;942;1112;2054;886;1207;2093;947;1278;2225;951;1270;2221;1007;1297;2304;1018;1355;2373;1091;1423;2514;1041;1410;2451;1195;1435;2630;1226;1473;2699;1209;1571;2780;1229;1600;2829;1269;1627;2896;1321;1553;2874;1316;1672;2988;1262;1717;2979;1421;1781;3202;1399;1786;3185;1362;1845;3207;1455;1785;3240;1422;1836;3258;1404;1692;3096;1353;1738;3096
Freie Waldorfschulen;Insgesamt;1881;2003;3884;2101;2187;4288;2071;2381;4452;2176;2547;4723;2119;2493;4612;2327;2599;4926;2409;2667;5076;2503;2778;5281;2447;2685;5132;2636;2780;5416;2656;2865;5521;2794;3050;5844;2628;2914;5542;2704;3009;5713;2914;3083;5997;2904;3155;6059;2734;3090;5824;2929;3230;6159;3005;3214;6219;3006;3445;6451;3138;3306;6441;3171;3492;6663;3078;3261;6339;3094;3315;6412
Förderschulen;Ohne Hauptschulabschluss;22263;12398;34661;22679;12627;35306;23463;12894;36357;23354;13243;36597;24133;13755;37888;24713;14020;38733;25110;14475;39585;24386;14290;38676;24696;14626;39322;23906;14282;38188;21825;13626;35451;20471;12754;33225;18509;11793;30302;17402;11317;28719;16347;10606;26953;15816;10395;26211;15576;9962;25538;16078;10064;26142;15400;9634;25034;14895;9107;24002;14835;8925;23760;14403;8577;22980;14004;8190;22194;14009;8145;22157
Förderschulen;Hauptschulabschluss;5644;3231;8875;5722;3246;8968;5434;3110;8544;5311;2886;8197;5352;2916;8268;5780;3093;8873;6232;3255;9487;6530;3335;9865;6803;3648;10451;6761;3605;10366;6487;3462;9949;6105;3346;9451;5775;3122;8897;5770;2983;8753;5944;3141;9085;6075;3118;9193;6077;3223;9300;6009;3109;9118;5668;2995;8663;5474;2779;8253;5181;2568;7749;5088;2445;7536;4731;2289;7020;4848;2248;7096
Förderschulen;Mittlerer Schulabschluss;494;322;816;481;323;804;453;280;733;454;269;723;514;336;850;539;349;888;527;354;881;614;348;962;667;432;1099;661;402;1063;638;340;978;595;347;942;538;355;893;634;349;983;645;346;991;829;451;1280;853;433;1286;932;465;1397;915;512;1427;889;478;1367;864;489;1353;864;429;1296;840;414;1254;957;444;1401
Förderschulen;Fachhochschulreife;5;1;6;2;1;3;-;-;-;-;-;-;27;13;40;2;1;3;1;1;2;3;1;4;2;2;4;1;3;4;-;1;1;4;3;7;1;3;4;6;2;8;3;4;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Förderschulen;Allgemeine Hochschulreife;15;21;36;33;33;66;30;18;48;36;28;64;28;27;55;30;33;63;36;26;62;33;29;62;37;45;82;38;30;68;33;42;75;37;21;58;31;37;68;36;35;71;41;31;72;41;26;67;35;18;53;32;33;65;48;27;75;39;19;58;54;39;90;48;18;66;42;30;72;27;24;51
Förderschulen;Insgesamt;28421;15973;44394;28917;16230;45147;29380;16302;45682;29155;16426;45581;30054;17047;47101;31064;17496;48560;31906;18111;50017;31566;18003;49569;32205;18753;50958;31367;18322;49689;28983;17471;46454;27212;16471;43683;24854;15310;40164;23848;14686;38534;22980;14128;37108;22761;13990;36751;22541;13636;36177;23051;13671;36722;22031;13168;35199;21297;12383;33680;20934;12021;32952;20403;11472;31878;19617;10923;30540;19844;10856;30705
Abendhauptschulen;Ohne Hauptschulabschluss;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Abendhauptschulen;Hauptschulabschluss;243;287;530;257;280;537;265;287;552;242;237;479;236;258;494;252;270;522;276;234;510;269;310;579;287;333;620;270;298;568;275;268;543;247;257;504;219;191;410;253;220;473;262;218;480;321;237;558;228;218;446;240;192;432;218;186;404;164;121;285;243;132;375;225;153;378;267;168;432;188;152;340
Abendhauptschulen;Mittlerer Schulabschluss;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Abendhauptschulen;Fachhochschulreife;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Abendhauptschulen;Allgemeine Hochschulreife;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Abendhauptschulen;Insgesamt;243;287;530;257;280;537;265;287;552;242;237;479;236;258;494;252;270;522;276;234;510;269;310;579;287;333;620;270;298;568;275;268;543;247;257;504;219;191;410;253;220;473;262;218;480;321;237;558;228;218;446;240;192;432;218;186;404;164;121;285;243;132;375;225;153;378;267;168;432;188;152;340
Abendrealschulen;Ohne Hauptschulabschluss;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Abendrealschulen;Hauptschulabschluss;692;579;1271;570;523;1093;511;452;963;344;292;636;565;479;1044;652;567;1219;631;535;1166;637;581;1218;839;655;1494;741;700;1441;814;689;1503;822;753;1575;940;762;1702;938;848;1786;1010;797;1807;1010;907;1917;866;696;1562;835;653;1488;861;597;1458;722;598;1320;744;525;1269;729;486;1215;516;369;885;615;439;1059
Abendrealschulen;Mittlerer Schulabschluss;1172;1197;2369;1266;1280;2546;1192;1223;2415;1556;1576;3132;1466;1329;2795;1587;1402;2989;1800;1638;3438;2043;1821;3864;2258;2018;4276;2445;2204;4649;2268;2108;4376;2451;2204;4655;2597;2309;4906;2789;2318;5107;2724;2115;4839;2567;2160;4727;2297;1994;4291;2303;2009;4312;2178;1789;3967;1989;1582;3571;1659;1347;3006;1701;1320;3024;1719;1419;3138;1573;1348;2924
Abendrealschulen;Fachhochschulreife;56;53;109;27;43;70;28;46;74;5;5;10;6;5;11;8;4;12;12;5;17;6;2;8;1;9;10;4;7;11;-;-;-;5;4;9;1;3;4;8;2;10;1;3;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Abendrealschulen;Allgemeine Hochschulreife;70;80;150;57;64;121;29;62;91;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Abendrealschulen;Insgesamt;1990;1909;3899;1920;1910;3830;1760;1783;3543;1905;1873;3778;2037;1813;3850;2247;1973;4220;2443;2178;4621;2686;2404;5090;3098;2682;5780;3190;2911;6101;3082;2797;5879;3278;2961;6239;3538;3074;6612;3735;3168;6903;3735;2915;6650;3577;3067;6644;3163;2690;5853;3138;2662;5800;3039;2386;5425;2711;2180;4891;2403;1872;4275;2430;1809;4239;2235;1788;4023;2196;1790;3986
Abendgymnasien;Ohne Hauptschulabschluss;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Abendgymnasien;Hauptschulabschluss;13;35;48;12;20;32;14;6;20;29;12;41;11;3;14;13;7;20;2;-;2;-;-;-;-;-;-;-;-;-;3;-;3;7;2;9;2;2;4;-;1;1;1;5;6;-;5;5;3;2;5;1;3;4;4;1;5;5;7;12;9;12;21;6;6;12;66;39;108;35;20;50
Abendgymnasien;Mittlerer Schulabschluss;49;43;92;38;40;78;57;35;92;75;61;136;50;43;93;61;31;92;44;31;75;46;36;82;91;91;182;125;139;264;117;128;245;78;74;152;66;57;123;58;59;117;52;41;93;475;432;907;550;503;1053;615;561;1176;553;459;1012;542;488;1030;444;411;855;384;282;666;342;309;651;418;345;763
Abendgymnasien;Fachhochschulreife;302;298;600;314;288;602;362;318;680;416;336;752;426;361;787;436;347;783;514;449;963;580;432;1012;497;422;919;500;425;925;547;531;1078;538;479;1017;570;512;1082;549;506;1055;616;522;1138;237;178;415;199;147;346;150;127;277;180;121;301;103;78;181;141;105;246;81;63;144;81;54;138;63;49;112
Abendgymnasien;Allgemeine Hochschulreife;994;1464;2458;921;1278;2199;926;1371;2297;938;1380;2318;923;1226;2149;905;1271;2176;993;1452;2445;1244;1602;2846;1223;1617;2840;1298;1691;2989;1187;1588;2775;1139;1439;2578;1103;1466;2569;1124;1413;2537;1150;1453;2603;1113;1377;2490;1160;1361;2521;1049;1180;2229;995;1104;2099;933;1020;1953;795;915;1710;768;822;1590;744;732;1476;655;732;1387
Abendgymnasien;Insgesamt;1358;1840;3198;1285;1626;2911;1359;1730;3089;1458;1789;3247;1410;1633;3043;1415;1656;3071;1553;1932;3485;1870;2070;3940;1811;2130;3941;1923;2255;4178;1854;2247;4101;1762;1994;3756;1741;2037;3778;1731;1979;3710;1819;2021;3840;1825;1992;3817;1912;2013;3925;1815;1871;3686;1732;1685;3417;1583;1593;3176;1389;1446;2835;1239;1176;2415;1236;1134;2373;1171;1141;2312
Kollegs;Ohne Hauptschulabschluss;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Kollegs;Hauptschulabschluss;72;60;132;63;64;127;99;79;178;32;22;54;102;60;162;117;103;220;6;9;15;-;-;-;1;1;2;1;-;1;-;-;-;1;-;1;1;-;1;7;5;12;41;42;83;4;2;6;1;-;1;1;1;2;2;-;2;8;3;11;12;9;18;3;9;12;3;3;6;25;10;35
Kollegs;Mittlerer Schulabschluss;78;45;123;97;110;207;89;102;191;99;116;215;84;100;184;92;103;195;50;51;101;31;31;62;140;148;288;124;115;239;131;108;239;67;75;142;66;65;131;105;118;223;125;114;239;605;499;1104;567;484;1051;615;541;1156;639;586;1225;600;479;1079;537;399;936;468;357;825;504;420;924;470;379;854
Kollegs;Fachhochschulreife;233;199;432;262;237;499;253;208;461;242;200;442;242;216;458;259;250;509;337;311;648;379;311;690;406;338;744;420;354;774;472;378;850;473;368;841;436;399;835;517;465;982;579;539;1118;106;90;196;57;42;99;51;48;99;68;47;115;57;35;92;51;27;78;54;36;90;24;30;54;39;43;82
Kollegs;Allgemeine Hochschulreife;1456;1552;3008;1277;1501;2778;1246;1366;2612;1266;1245;2511;1163;1257;2420;1312;1404;2716;1401;1609;3010;1528;1682;3210;1688;1770;3458;1770;1907;3677;1718;1783;3501;1606;1704;3310;1467;1582;3049;1437;1555;2992;1491;1661;3152;1687;1499;3186;1603;1540;3143;1381;1450;2831;1399;1285;2684;1339;1153;2492;1215;1086;2301;1119;972;2091;1011;939;1953;937;847;1784
Kollegs;Insgesamt;1839;1856;3695;1699;1912;3611;1687;1755;3442;1639;1583;3222;1591;1633;3224;1780;1860;3640;1794;1980;3774;1938;2024;3962;2235;2257;4492;2315;2376;4691;2321;2269;4590;2147;2147;4294;1970;2046;4016;2066;2143;4209;2236;2356;4592;2402;2090;4492;2228;2066;4294;2048;2040;4088;2108;1918;4026;2004;1670;3674;1815;1521;3333;1644;1371;3015;1542;1392;2937;1476;1282;2758
Externe;Ohne Hauptschulabschluss;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Externe;Hauptschulabschluss;2352;1728;4080;2173;1514;3687;2670;1554;4224;2425;1516;3941;2887;1733;4620;3150;1934;5084;2819;1710;4529;2733;1586;4319;3949;2215;6164;3785;2383;6168;3686;2261;5947;3684;2191;5875;3662;2272;5934;3317;2187;5504;2892;1835;4727;2682;1774;4456;2719;1757;4476;2491;1792;4283;2310;1513;3823;2228;1316;3544;3183;1758;4941;2337;1509;3846;2124;1311;3435;1837;1145;2982
Externe;Mittlerer Schulabschluss;548;478;1026;528;420;948;641;457;1098;856;483;1339;1161;734;1895;801;503;1304;684;413;1097;656;397;1053;925;552;1477;1024;732;1756;1014;656;1670;1048;711;1759;997;672;1669;934;769;1703;1089;720;1809;926;664;1590;1075;742;1817;877;559;1436;1089;718;1807;999;636;1635;1212;735;1947;1059;666;1725;885;702;1584;970;761;1731
Externe;Fachhochschulreife;13;-;13;-;-;-;4;2;6;3;1;4;5;2;7;10;8;18;-;-;-;9;4;13;16;9;25;52;58;110;58;48;106;65;40;105;72;78;150;59;71;130;59;60;119;57;93;150;51;56;107;152;100;252;-;-;-;-;-;-;93;132;225;-;-;3;168;165;333;138;129;267
Externe;Allgemeine Hochschulreife;171;187;358;129;142;271;108;142;250;129;135;264;141;136;277;117;105;222;124;121;245;118;133;251;196;137;333;184;219;403;156;163;319;154;129;283;170;174;344;162;193;355;192;215;407;198;197;395;186;153;339;174;141;315;257;265;522;242;266;508;285;306;591;237;240;477;279;303;582;262;295;557
Externe;Insgesamt;3084;2393;5477;2830;2076;4906;3423;2155;5578;3413;2135;5548;4194;2605;6799;4078;2550;6628;3627;2244;5871;3516;2120;5636;5086;2913;7999;5045;3392;8437;4914;3128;8042;4951;3071;8022;4901;3196;8097;4472;3220;7692;4232;2830;7062;3863;2728;6591;4031;2708;6739;3694;2592;6286;3656;2496;6152;3469;2218;5687;4773;2934;7707;3636;2415;6051;3456;2478;5934;3207;2330;5537
Insgesamt;Ohne Hauptschulabschluss;53855;29113;82968;53833;29928;83761;56041;30560;86601;56779;32102;88881;54395;30919;85314;53481;30611;84092;52565;29647;82212;49756;28396;78152;47857;28040;75897;44248;26299;70547;39872;25046;64918;35506;22848;58354;32351;20707;53058;29874;19686;49560;28731;18917;47648;27829;18466;46295;28348;18602;46950;29087;18348;47435;30444;18749;49193;32853;19827;52680;33573;20025;53598;33177;19653;52833;27933;17139;45072;29428;18062;47490
Insgesamt;Hauptschulabschluss;138780;102290;241070;137983;101418;239401;134658;99682;234340;135315;100812;236127;137165;101581;238746;141182;105012;246194;141745;104492;246237;136792;100920;237712;136985;100262;237247;131190;97426;228616;120642;89739;210381;110085;81872;191957;103904;75849;179753;97595;71065;168660;91714;65784;157498;88228;63086;151314;86078;60571;146649;82594;57354;139948;82366;56877;139243;80198;54191;134389;80940;52578;133515;79830;52638;132468;74604;49083;123687;73556;48731;122282
Insgesamt;Mittlerer Schulabschluss;178177;192364;370541;179982;194313;374295;179651;193159;372810;182129;194416;376545;182569;194442;377011;186523;197485;384008;203150;216640;419790;195881;202868;398749;196690;201486;398176;195430;197207;392637;186665;186838;373503;179888;181492;361380;176425;174431;350856;172048;167710;339758;174100;170427;344527;190976;186388;377364;191320;184471;375791;188949;181145;370094;189068;180162;369230;184039;172773;356812;177030;164574;341604;173385;164193;337578;171504;161535;333039;171479;162661;334137
Insgesamt;Fachhochschulreife;3805;4436;8241;4132;5061;9193;4636;5524;10160;5214;6072;11286;5693;6389;12082;5231;6064;11295;5476;6207;11683;5897;6510;12407;6677;7583;14260;6562;7506;14068;6538;7641;14179;6383;6929;13312;6406;7049;13455;6525;7244;13769;6649;7296;13945;560;508;1068;442;399;841;500;473;973;417;361;778;336;292;628;438;462;900;318;306;624;471;441;912;434;415;849
Insgesamt;Allgemeine Hochschulreife;97504;119742;217246;100019;125826;225845;101080;128625;229705;94057;119956;214013;96708;126546;223254;96852;125446;222298;97984;128411;226395;100052;131413;231465;107140;136878;244018;113320;145856;259176;117188;149362;266550;118908;149650;268558;119118;149076;268194;138966;172200;311166;138269;166903;305172;144817;174476;319293;127019;153471;280490;131115;156747;287862;135072;162095;297167;131138;156160;287298;128094;154455;282552;125055;152256;277308;111567;135669;247236;118152;145276;263428
Insgesamt;Insgesamt;472121;447945;920066;475949;456546;932495;476066;457550;933616;473494;453358;926852;476530;459877;936407;483269;464618;947887;500920;485397;986317;488378;470107;958485;495349;474249;969598;490750;474294;965044;470905;458626;929531;450770;442791;893561;438204;427112;865316;445008;437905;882913;439463;429327;868790;452410;442924;895334;433207;417514;850721;432245;414067;846312;437367;418244;855611;428564;403243;831807;420072;392094;812166;411765;389046;800811;386082;363864;749946;393046;375145;768191
__________
"Ab 2012/13:
Mittlerer Schulabschluss einschließlich schulischer Teil der
Fachhochschulreife."
© Statistisches Bundesamt (Destatis), 2023
Stand: 03.05.2023 / 18:09:05
