;;;WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche)
;;;WZ08-B-08 Produzierendes Gewerbe und Dienstleistungsbereich;WZ08-B-09 Produzierendes Gewerbe und wirtschaftl. Dienstl.;WZ08-B-05 Produzierendes Gewerbe;WZ08-B Bergbau und Gewinnung von Steinen und Erden;WZ08-C Verarbeitendes Gewerbe;WZ08-D Energieversorgung;WZ08-E Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.;WZ08-F Baugewerbe;WZ08-G-02 Dienstleistungsbereich;WZ08-G-03 Wirtschaftliche Dienstleistungen;WZ08-G Handel, Instandhaltung und Reparatur von Kfz;WZ08-H Verkehr und Lagerei;WZ08-I Gastgewerbe;WZ08-J Information und Kommunikation;WZ08-K Erbringung von Finanz- und Versicherungsleistungen;WZ08-L Grundstücks- und Wohnungswesen;WZ08-M Freiberufliche, wiss. u. techn. Dienstleistungen;WZ08-N Sonstige wirtschaftliche Dienstleistungen;WZ08-O-01 Öffentliche und persönliche Dienstleistungen;WZ08-O Öff. Verwaltung, Verteidigung, Sozialversicherung;WZ08-P Erziehung und Unterricht;WZ08-Q Gesundheits- und Sozialwesen;WZ08-R Kunst, Unterhaltung und Erholung;WZ08-S Erbringung von sonstigen Dienstleistungen
X13 JDemetra+  kalenderbereinigt;2011;3. Quartal;84,305;83,875;83,670;83,380;83,201;77,584;81,740;88,034;84,602;84,048;85,446;85,326;84,320;84,027;80,666;85,358;85,271;80,809;85,269;84,563;89,017;84,927;84,924;79,087
X13 JDemetra+  kalenderbereinigt;2011;4. Quartal;94,379;93,848;94,131;99,268;93,721;94,790;96,999;95,464;94,493;93,609;95,331;97,112;90,319;90,659;94,368;93,968;95,089;86,538;95,572;94,140;98,222;96,950;91,543;90,595
X13 JDemetra+  kalenderbereinigt;2012;1. Quartal;83,698;84,320;82,925;87,358;82,018;79,351;80,204;88,575;84,071;85,498;86,687;84,704;85,108;88,726;85,860;78,143;84,872;82,352;82,178;80,007;86,649;83,143;80,533;74,946
X13 JDemetra+  kalenderbereinigt;2012;2. Quartal;99,317;101,909;101,698;105,803;102,605;100,753;93,371;98,247;98,175;102,088;103,890;103,670;95,870;105,011;104,583;97,034;101,919;93,985;93,004;90,967;95,752;93,420;94,250;90,582
X13 JDemetra+  kalenderbereinigt;2012;3. Quartal;86,461;86,121;85,384;86,750;84,724;78,444;83,973;90,639;86,980;86,743;88,366;88,877;86,159;84,092;84,376;87,714;87,471;84,346;87,280;87,457;90,358;86,872;87,252;80,198
X13 JDemetra+  kalenderbereinigt;2012;4. Quartal;98,353;96,967;96,240;105,177;95,645;100,416;101,988;97,025;99,369;97,582;98,131;101,282;95,194;95,334;99,286;100,267;98,759;91,270;101,710;101,661;103,030;101,156;101,749;100,493
X13 JDemetra+  kalenderbereinigt;2013;1. Quartal;85,779;86,015;85,519;95,243;84,792;79,860;84,701;90,136;85,905;86,435;87,422;85,888;85,841;89,087;88,854;84,367;82,365;86,484;85,198;83,190;88,114;87,095;86,348;77,323
X13 JDemetra+  kalenderbereinigt;2013;2. Quartal;100,160;101,807;102,543;111,729;103,858;98,839;92,879;97,782;99,014;101,190;102,243;101,166;94,167;102,512;108,926;101,244;97,284;97,702;96,110;95,217;97,922;96,594;101,085;90,964
X13 JDemetra+  kalenderbereinigt;2013;3. Quartal;86,406;85,668;86,189;90,897;86,032;77,430;83,889;89,211;86,512;85,231;86,889;86,886;84,162;83,327;81,933;86,308;83,399;87,915;88,221;88,114;90,883;88,603;88,217;80,662
X13 JDemetra+  kalenderbereinigt;2013;4. Quartal;98,590;96,999;97,569;110,564;97,413;99,180;102,595;96,652;99,082;96,522;98,045;99,012;93,357;94,622;98,401;97,525;94,917;93,325;102,499;103,086;103,454;102,698;101,626;98,142
X13 JDemetra+  kalenderbereinigt;2014;1. Quartal;87,206;87,363;86,549;92,426;86,085;80,101;86,646;90,219;87,519;88,039;87,495;84,843;88,582;93,908;89,872;84,537;86,462;88,063;86,819;85,528;89,218;87,316;87,533;82,895
X13 JDemetra+  kalenderbereinigt;2014;2. Quartal;102,368;104,260;105,048;110,410;106,851;98,160;97,607;98,401;101,091;103,604;101,740;100,991;100,154;105,411;113,610;101,247;104,052;99,622;97,712;96,886;98,657;97,567;99,705;97,933
X13 JDemetra+  kalenderbereinigt;2014;3. Quartal;89,329;88,550;88,262;90,673;88,025;82,750;88,111;90,776;89,837;88,788;88,638;87,784;91,535;89,837;85,408;90,708;90,087;89,038;91,244;91,883;92,801;90,639;91,420;87,747
X13 JDemetra+  kalenderbereinigt;2014;4. Quartal;101,345;99,620;99,731;110,333;99,516;103,591;106,480;98,396;102,113;99,527;99,353;99,149;98,370;99,000;101,040;99,912;102,491;94,572;105,585;107,000;106,461;104,214;102,241;105,518
X13 JDemetra+  kalenderbereinigt;2015;1. Quartal;89,951;90,093;89,040;101,093;88,182;88,362;88,490;93,070;90,385;90,972;90,089;87,752;91,880;95,111;90,286;90,363;92,166;90,946;89,604;89,347;90,344;89,255;93,138;88,748
X13 JDemetra+  kalenderbereinigt;2015;2. Quartal;105,278;107,366;108,389;116,659;110,016;106,341;100,407;101,379;103,792;106,509;104,384;103,884;103,296;110,376;113,874;99,966;108,062;103,307;100,177;100,107;100,140;99,398;107,836;100,850
X13 JDemetra+  kalenderbereinigt;2015;3. Quartal;91,799;91,272;90,793;98,050;90,293;89,883;90,050;93,341;92,279;91,671;90,540;90,919;93,533;94,071;85,832;92,329;94,883;93,066;93,088;93,213;94,214;92,473;95,579;91,469
X13 JDemetra+  kalenderbereinigt;2015;4. Quartal;104,070;102,445;102,686;117,037;102,324;110,767;106,159;101,351;104,730;102,241;101,012;102,176;100,831;103,138;102,174;101,528;105,743;99,479;108,039;109,200;108,030;106,452;110,394;109,870
X13 JDemetra+  kalenderbereinigt;2016;1. Quartal;92,782;92,998;91,408;94,017;90,872;89,639;92,769;94,264;93,425;94,296;94,121;93,233;95,026;95,959;93,428;93,537;94,165;95,232;92,254;91,673;91,703;92,185;95,887;94,385
X13 JDemetra+  kalenderbereinigt;2016;2. Quartal;106,719;108,619;109,892;108,332;111,424;108,815;100,812;103,670;105,234;107,579;106,748;107,689;105,308;108,107;112,825;105,132;107,143;106,004;102,083;101,093;101,998;102,325;104,190;103,624
X13 JDemetra+  kalenderbereinigt;2016;3. Quartal;94,136;93,712;92,968;90,817;92,404;90,986;93,946;96,306;94,683;94,320;94,958;94,946;97,103;94,069;88,470;95,993;94,484;96,483;95,170;95,239;95,973;94,460;97,122;95,113
X13 JDemetra+  kalenderbereinigt;2016;4. Quartal;106,363;104,671;105,731;106,833;105,299;110,559;112,473;105,759;106,659;103,805;104,172;104,132;102,563;101,866;105,278;105,338;104,208;102,281;110,493;111,995;110,325;111,031;102,801;106,878
X13 JDemetra+  kalenderbereinigt;2017;1. Quartal;95,217;95,539;93,718;95,787;92,828;90,390;93,548;99,042;95,909;97,003;96,267;92,889;99,175;98,339;94,200;94,719;99,601;99,803;94,437;94,666;90,704;95,805;97,736;95,685
X13 JDemetra+  kalenderbereinigt;2017;2. Quartal;110,158;112,394;113,216;108,019;114,505;109,235;107,407;108,596;108,747;111,733;109,821;107,876;108,516;111,182;117,936;110,338;114,224;112,355;104,727;105,169;102,183;105,289;109,056;105,525
X13 JDemetra+  kalenderbereinigt;2017;3. Quartal;96,305;96,189;95,265;93,515;94,300;90,710;96,909;101,153;96,785;96,932;96,788;94,683;100,099;96,511;89,034;96,727;99,645;102,010;96,588;97,086;95,282;97,135;97,103;95,678
X13 JDemetra+  kalenderbereinigt;2017;4. Quartal;109,072;107,806;108,929;110,041;107,998;110,827;118,716;111,763;109,138;106,903;106,944;104,959;107,569;103,589;106,379;108,579;108,963;108,289;112,146;112,390;108,968;114,457;108,375;110,543
X13 JDemetra+  kalenderbereinigt;2018;1. Quartal;98,324;98,749;96,902;96,786;95,873;92,352;97,049;103,262;98,972;100,221;99,047;94,502;103,967;101,317;97,085;99,099;102,600;105,554;97,295;97,465;95,817;98,122;98,606;96,327
X13 JDemetra+  kalenderbereinigt;2018;2. Quartal;113,243;115,994;117,290;107,666;118,598;112,081;107,503;113,681;111,397;114,964;112,976;110,452;114,807;114,345;119,268;113,188;117,312;117,785;106,610;106,032;105,408;107,569;110,334;105,815
X13 JDemetra+  kalenderbereinigt;2018;3. Quartal;99,849;99,591;98,513;95,061;97,336;93,283;101,877;105,455;100,457;100,450;99,690;97,241;105,147;98,762;91,745;102,124;102,697;109,214;100,464;101,375;99,584;101,429;99,948;95,844
X13 JDemetra+  kalenderbereinigt;2018;4. Quartal;112,269;110,775;111,481;112,879;110,443;112,015;119,925;115,376;112,628;110,214;109,502;107,002;112,246;106,035;108,193;116,845;112,356;115,016;115,862;116,899;113,017;117,893;111,652;112,350
X13 JDemetra+  kalenderbereinigt;2019;1. Quartal;100,537;101,155;98,978;98,350;97,982;94,327;99,096;105,221;101,250;102,897;101,889;95,723;106,563;105,905;100,886;97,010;103,589;110,721;99,042;98,492;97,221;100,996;100,460;96,111
X13 JDemetra+  kalenderbereinigt;2019;2. Quartal;117,529;119,927;120,165;112,440;120,963;118,228;113,258;117,915;116,322;119,737;117,280;112,022;116,997;119,430;126,638;114,031;122,570;125,877;111,750;111,983;111,002;112,413;117,732;107,746
X13 JDemetra+  kalenderbereinigt;2019;3. Quartal;102,846;102,748;102,209;95,133;101,566;95,214;102,244;107,449;103,137;103,179;101,848;98,460;108,554;103,921;95,433;102,041;104,718;113,295;103,076;103,784;103,064;103,986;103,847;96,615
X13 JDemetra+  kalenderbereinigt;2019;4. Quartal;115,816;114,259;114,390;112,470;112,935;116,251;124,073;120,024;116,469;114,155;112,819;110,074;116,137;110,342;114,013;114,484;116,007;121,756;119,559;120,005;118,008;121,700;117,841;113,214
X13 JDemetra+  kalenderbereinigt;2020;1. Quartal;104,876;104,277;100,965;109,596;99,723;99,825;101,936;107,203;106,656;106,928;107,015;100,455;109,104;108,650;105,845;103,481;107,371;111,958;106,280;105,899;103,082;107,598;113,773;107,028
X13 JDemetra+  kalenderbereinigt;2020;2. Quartal;120,844;122,017;120,305;118,809;120,872;121,821;114,011;118,129;121,090;123,387;124,847;116,424;121,502;120,859;129,627;118,567;123,998;124,967;118,041;115,469;112,358;119,945;137,200;125,091
X13 JDemetra+  kalenderbereinigt;2020;3. Quartal;107,869;106,912;105,427;109,056;104,487;100,453;106,260;111,225;108,981;108,101;108,685;102,265;112,899;106,775;99,934;109,150;110,625;114,779;110,123;108,796;106,462;111,802;124,374;110,846
X13 JDemetra+  kalenderbereinigt;2020;4. Quartal;119,111;116,255;115,084;126,221;113,621;120,911;123,138;119,624;120,944;117,192;118,380;113,574;121,964;111,836;115,733;118,770;118,692;119,773;125,869;123,316;120,801;126,718;149,437;134,502
X13 JDemetra+  kalenderbereinigt;2021;1. Quartal;104,999;103,909;100,787;113,482;99,021;95,874;103,157;109,709;106,899;106,384;107,641;98,837;111,778;106,818;105,244;105,849;105,506;111,441;107,561;104,543;102,724;109,576;130,810;112,070
X13 JDemetra+  kalenderbereinigt;2021;2. Quartal;120,788;121,695;119,459;123,775;119,102;120,088;116,957;121,670;121,409;123,483;124,877;116,172;122,926;122,928;127,921;120,608;122,555;126,394;118,655;115,846;113,328;120,216;144,837;124,787
X13 JDemetra+  kalenderbereinigt;2021;3. Quartal;110,248;109,218;107,436;112,686;105,618;100,211;110,382;117,310;111,527;110,646;111,509;106,110;116,126;108,895;103,324;111,045;111,514;118,452;112,670;111,535;108,882;114,547;122,718;113,568
X13 JDemetra+  kalenderbereinigt;2021;4. Quartal;124,058;121,139;119,789;134,115;117,642;122,859;129,321;127,530;125,988;122,232;122,978;119,193;126,817;116,204;121,191;123,439;123,749;126,182;130,916;129,569;125,617;132,284;142,338;138,344
X13 JDemetra+  kalenderbereinigt;2022;1. Quartal;109,981;109,363;106,372;129,781;103,948;100,108;109,227;118,330;111,613;111,732;111,877;103,491;117,634;111,200;113,363;108,146;111,573;118,361;111,436;109,727;105,884;114,026;121,363;115,409
X13 JDemetra+  kalenderbereinigt;2022;2. Quartal;129,006;131,736;128,364;151,994;127,458;132,467;127,022;131,541;129,333;134,409;132,829;121,326;135,395;130,561;141,331;130,618;140,506;139,079;122,609;117,520;113,834;128,036;142,645;128,928
X13 JDemetra+  kalenderbereinigt;2022;3. Quartal;113,105;112,677;108,735;128,057;105,916;104,355;115,149;121,655;115,074;115,786;114,784;108,668;131,150;111,959;106,258;118,759;118,993;127,287;114,114;108,942;105,331;120,574;128,086;117,939
X13 JDemetra+  kalenderbereinigt;2022;4. Quartal;131,841;129,986;125,449;155,708;121,619;129,328;140,172;139,584;134,710;133,563;132,805;124,976;148,940;121,745;128,269;128,903;142,495;142,770;136,200;129,290;127,855;142,576;152,462;144,253
X13 JDemetra+  kalender- und saisonbereinigt;1996;1. Quartal;67,426;66,351;65,441;/;64,120;57,071;64,912;73,112;68,537;67,301;68,240;79,763;71,031;58,247;58,552;74,671;64,870;68,038;70,119;62,109;78,889;72,050;78,303;65,346
X13 JDemetra+  kalender- und saisonbereinigt;1996;2. Quartal;66,986;66,022;64,876;/;63,707;56,590;64,334;71,825;68,179;67,253;68,535;78,936;71,166;58,918;57,905;74,591;65,016;68,365;69,389;61,103;78,217;71,459;77,842;65,154
X13 JDemetra+  kalender- und saisonbereinigt;1996;3. Quartal;67,766;66,952;66,136;/;65,000;57,247;65,784;72,991;68,646;67,790;68,764;78,995;71,722;59,680;59,747;74,461;65,523;68,769;69,774;61,235;78,643;71,802;79,177;66,180
X13 JDemetra+  kalender- und saisonbereinigt;1996;4. Quartal;68,732;67,907;67,172;/;65,582;58,021;67,056;76,177;69,564;68,645;69,542;81,492;71,753;61,104;59,959;73,697;65,810;69,668;70,768;62,208;80,878;71,927;79,904;66,906
X13 JDemetra+  kalender- und saisonbereinigt;1997;1. Quartal;68,781;67,745;66,795;/;65,647;58,523;68,089;73,494;69,890;68,740;69,760;80,349;71,991;62,574;59,711;73,180;66,864;70,329;71,371;62,193;81,590;73,276;79,946;67,734
X13 JDemetra+  kalender- und saisonbereinigt;1997;2. Quartal;68,753;67,593;66,247;/;65,311;58,379;68,397;71,820;70,199;69,060;70,195;80,956;72,141;63,464;59,561;72,225;67,238;70,639;71,667;62,897;81,910;73,145;79,751;67,796
X13 JDemetra+  kalender- und saisonbereinigt;1997;3. Quartal;68,677;67,766;66,752;/;65,686;58,495;68,818;73,011;69,747;68,838;69,928;80,429;72,612;63,167;59,728;71,766;67,047;69,963;70,939;62,416;81,073;71,954;79,843;67,442
X13 JDemetra+  kalender- und saisonbereinigt;1997;4. Quartal;69,386;68,229;67,370;/;66,143;60,338;70,277;73,917;70,513;69,115;70,161;80,765;72,289;63,807;60,580;72,289;66,775;69,875;72,293;63,687;83,207;73,095;80,605;67,979
X13 JDemetra+  kalender- und saisonbereinigt;1998;1. Quartal;69,265;68,077;66,788;/;65,962;60,022;71,602;71,643;70,687;69,470;70,201;81,344;71,847;64,975;61,162;73,670;67,386;69,954;72,249;63,523;83,075;73,036;81,390;68,367
X13 JDemetra+  kalender- und saisonbereinigt;1998;2. Quartal;69,818;68,549;67,517;/;66,515;60,967;72,218;73,103;71,126;69,641;70,612;81,779;71,857;65,236;60,698;73,816;67,510;69,851;73,010;64,238;83,976;73,663;82,431;69,204
X13 JDemetra+  kalender- und saisonbereinigt;1998;3. Quartal;70,338;69,118;68,185;/;67,307;60,890;73,071;73,369;71,551;70,093;70,940;82,087;72,386;66,080;61,211;74,029;68,348;70,286;73,404;64,782;84,115;74,189;81,899;69,613
X13 JDemetra+  kalender- und saisonbereinigt;1998;4. Quartal;70,957;69,898;69,289;/;68,547;62,769;73,653;73,577;71,859;70,492;71,685;82,201;72,778;66,758;61,853;74,610;67,811;70,080;73,603;64,633;84,797;74,349;82,740;69,849
X13 JDemetra+  kalender- und saisonbereinigt;1999;1. Quartal;70,592;69,399;68,495;/;67,897;60,791;73,724;72,558;71,770;70,342;71,444;82,722;72,390;67,700;60,894;71,622;68,601;69,815;73,588;65,036;84,608;74,123;81,558;69,835
X13 JDemetra+  kalender- und saisonbereinigt;1999;2. Quartal;71,797;70,439;69,504;/;68,946;62,120;74,249;73,458;73,094;71,415;72,297;83,918;73,049;68,399;63,053;73,718;69,232;70,207;75,221;66,349;86,215;75,841;84,222;71,972
X13 JDemetra+  kalender- und saisonbereinigt;1999;3. Quartal;72,063;70,676;69,600;/;69,093;63,203;74,482;73,177;73,466;71,812;73,168;83,878;73,667;70,131;62,331;74,864;69,142;70,829;75,563;66,889;87,113;75,905;83,409;71,518
X13 JDemetra+  kalender- und saisonbereinigt;1999;4. Quartal;72,420;71,197;70,192;/;69,708;63,832;74,405;73,748;73,675;72,253;73,696;84,273;74,249;70,018;63,098;75,048;69,447;70,907;75,488;66,409;86,478;76,724;83,164;71,731
X13 JDemetra+  kalender- und saisonbereinigt;2000;1. Quartal;72,927;71,882;71,599;/;71,229;68,371;74,905;74,093;73,645;72,156;73,377;81,444;73,821;71,936;64,273;74,917;70,096;71,739;75,537;66,957;86,587;76,047;83,034;72,094
X13 JDemetra+  kalender- und saisonbereinigt;2000;2. Quartal;73,270;72,383;72,130;/;71,698;68,134;76,027;75,069;73,874;72,626;73,900;81,511;74,336;72,586;65,471;74,757;70,213;71,898;75,466;67,104;86,703;75,681;82,381;71,961
X13 JDemetra+  kalender- und saisonbereinigt;2000;3. Quartal;74,156;72,779;72,458;/;71,810;70,496;77,982;75,547;75,093;73,095;74,337;82,118;74,302;73,607;65,193;74,623;71,358;72,887;77,622;69,197;88,427;77,965;87,246;73,402
X13 JDemetra+  kalender- und saisonbereinigt;2000;4. Quartal;74,521;73,416;73,033;/;72,440;70,715;77,560;76,085;75,333;73,799;75,252;82,984;75,182;73,981;66,298;74,843;71,287;73,152;77,282;68,944;88,487;77,459;85,443;73,066
X13 JDemetra+  kalender- und saisonbereinigt;2001;1. Quartal;75,027;74,010;74,102;/;73,800;71,934;77,766;75,899;75,510;73,900;76,302;82,151;75,148;73,277;66,690;75,799;70,456;72,009;77,556;69,040;88,825;78,024;85,634;72,957
X13 JDemetra+  kalender- und saisonbereinigt;2001;2. Quartal;75,248;74,403;74,364;/;73,698;74,607;78,842;77,058;75,707;74,428;77,149;82,231;75,947;73,558;67,839;75,483;70,433;72,019;77,323;68,355;88,934;77,801;86,435;73,013
X13 JDemetra+  kalender- und saisonbereinigt;2001;3. Quartal;75,566;74,669;74,380;/;73,795;73,669;79,043;77,000;76,201;74,950;77,796;83,081;76,159;74,182;68,105;75,337;71,163;71,857;77,782;68,803;89,290;78,375;87,304;73,130
X13 JDemetra+  kalender- und saisonbereinigt;2001;4. Quartal;76,303;75,239;74,921;/;74,444;73,873;79,188;77,093;77,050;75,551;78,120;84,309;76,888;74,934;68,646;76,181;71,689;72,554;78,950;70,365;90,223;79,301;88,495;74,087
X13 JDemetra+  kalender- und saisonbereinigt;2002;1. Quartal;76,781;75,701;75,452;/;75,023;72,745;78,370;78,355;77,494;75,937;78,628;84,311;77,575;75,642;69,288;76,271;71,354;73,509;79,473;71,863;90,247;79,508;88,001;73,756
X13 JDemetra+  kalender- und saisonbereinigt;2002;2. Quartal;76,878;75,911;75,698;/;75,381;70,736;79,071;78,501;77,507;76,112;78,758;85,229;78,172;75,931;69,010;76,653;71,248;73,415;79,271;71,487;89,784;79,409;89,056;73,838
X13 JDemetra+  kalender- und saisonbereinigt;2002;3. Quartal;77,626;76,978;76,643;/;76,400;72,750;79,090;78,943;78,143;77,299;80,444;85,594;78,567;76,957;71,325;77,453;71,853;73,467;79,178;71,548;89,303;79,417;89,196;73,676
X13 JDemetra+  kalender- und saisonbereinigt;2002;4. Quartal;78,060;77,145;76,502;/;76,224;73,198;79,754;78,831;78,901;77,771;80,695;86,860;79,363;77,483;71,422;77,260;72,416;74,150;80,314;73,190;90,454;79,725;91,272;75,039
X13 JDemetra+  kalender- und saisonbereinigt;2003;1. Quartal;78,760;78,132;77,495;/;76,914;77,853;81,363;80,587;79,436;78,744;82,356;86,488;79,593;77,629;72,507;82,097;72,891;74,902;80,279;72,453;89,795;80,856;90,119;76,085
X13 JDemetra+  kalender- und saisonbereinigt;2003;2. Quartal;79,014;78,585;77,931;/;77,404;76,951;80,813;81,233;79,592;79,213;82,981;88,038;80,645;78,303;72,703;80,595;72,728;74,598;80,028;72,011;89,260;80,688;90,927;76,433
X13 JDemetra+  kalender- und saisonbereinigt;2003;3. Quartal;79,605;78,806;78,415;/;78,136;78,111;81,444;80,279;80,240;79,182;82,700;87,668;79,829;78,140;73,866;81,636;72,988;73,521;81,560;75,239;92,338;80,132;89,890;75,999
X13 JDemetra+  kalender- und saisonbereinigt;2003;4. Quartal;79,441;78,852;78,113;/;77,751;78,953;82,178;79,827;80,152;79,560;82,887;89,000;80,307;78,319;73,566;81,278;73,922;73,926;80,865;74,320;89,117;80,557;91,689;77,610
X13 JDemetra+  kalender- und saisonbereinigt;2004;1. Quartal;79,917;79,597;79,109;/;78,759;80,744;81,166;81,068;80,350;80,068;83,770;88,129;80,790;79,181;74,538;78,046;75,113;74,268;80,666;73,811;89,379;80,716;91,369;76,203
X13 JDemetra+  kalender- und saisonbereinigt;2004;2. Quartal;80,151;79,690;79,367;/;79,064;81,190;82,420;80,802;80,571;80,005;83,377;87,483;78,969;79,833;74,810;80,617;75,168;75,175;81,251;75,144;90,048;81,208;88,786;75,800
X13 JDemetra+  kalender- und saisonbereinigt;2004;3. Quartal;79,895;79,284;78,732;/;78,399;78,054;82,235;80,995;80,516;79,815;83,791;87,736;79,623;79,418;74,472;80,147;73,609;73,997;81,370;75,922;89,353;81,102;89,799;75,866
X13 JDemetra+  kalender- und saisonbereinigt;2004;4. Quartal;80,287;80,020;79,720;/;79,794;80,312;82,416;79,276;80,593;80,313;83,795;86,194;79,110;81,236;75,357;80,966;76,631;73,872;80,906;76,401;88,447;80,477;86,887;74,952
X13 JDemetra+  kalender- und saisonbereinigt;2005;1. Quartal;79,995;79,754;79,198;/;78,804;79,832;82,592;81,349;80,422;80,287;83,614;87,090;79,695;80,793;75,486;76,805;77,441;72,867;80,551;75,773;88,211;80,159;86,039;75,671
X13 JDemetra+  kalender- und saisonbereinigt;2005;2. Quartal;80,384;80,181;79,624;/;79,180;80,171;83,969;81,675;80,793;80,714;83,756;87,773;79,807;81,974;75,337;80,151;77,889;73,268;80,851;76,544;88,124;80,775;83,662;75,715
X13 JDemetra+  kalender- und saisonbereinigt;2005;3. Quartal;80,025;79,984;79,464;/;79,075;79,363;83,890;81,360;80,330;80,482;83,735;87,623;79,772;81,864;75,577;79,661;76,751;72,506;80,091;76,820;86,771;79,658;81,284;74,957
X13 JDemetra+  kalender- und saisonbereinigt;2005;4. Quartal;80,117;80,174;79,956;/;79,862;80,333;82,915;80,086;80,213;80,393;83,191;86,072;79,373;82,256;75,783;79,952;78,641;72,232;79,938;77,260;86,064;79,629;79,960;74,356
X13 JDemetra+  kalender- und saisonbereinigt;2006;1. Quartal;80,779;81,095;81,693;/;81,668;80,326;82,941;82,608;80,332;80,574;83,357;86,954;79,849;81,429;77,175;75,520;77,850;73,591;79,981;77,680;86,308;78,784;81,590;74,759
X13 JDemetra+  kalender- und saisonbereinigt;2006;2. Quartal;80,634;80,833;81,033;/;81,242;81,830;82,348;79,648;80,449;80,675;84,090;86,646;79,908;81,774;75,968;77,262;77,647;73,729;80,118;77,616;85,814;79,809;80,793;74,754
X13 JDemetra+  kalender- und saisonbereinigt;2006;3. Quartal;81,002;81,386;81,910;/;82,330;83,364;82,746;79,238;80,557;80,933;83,550;87,711;79,992;81,636;77,975;77,527;77,838;73,565;80,036;77,326;85,529;79,820;81,669;75,097
X13 JDemetra+  kalender- und saisonbereinigt;2006;4. Quartal;81,057;81,215;81,599;/;81,685;82,781;85,144;80,768;80,799;80,890;83,585;86,850;80,048;81,777;77,206;77,716;79,038;73,359;80,640;78,106;85,378;80,685;83,270;75,583
X13 JDemetra+  kalender- und saisonbereinigt;2007;1. Quartal;80,788;81,152;81,251;/;81,354;81,728;81,763;80,700;80,570;81,084;83,544;85,075;79,481;82,730;80,145;76,381;79,208;73,197;79,874;78,415;84,902;78,621;82,145;74,978
X13 JDemetra+  kalender- und saisonbereinigt;2007;2. Quartal;81,205;81,709;81,901;/;82,146;82,388;81,949;80,566;80,869;81,557;83,873;86,482;80,524;83,230;80,909;77,752;78,748;73,124;79,951;78,549;83,831;79,714;81,460;74,821
X13 JDemetra+  kalender- und saisonbereinigt;2007;3. Quartal;81,514;81,917;82,121;/;82,164;80,602;82,738;82,385;81,223;81,754;83,986;86,417;80,108;84,206;80,055;78,408;80,065;73,354;80,504;78,775;84,307;80,374;83,085;75,769
X13 JDemetra+  kalender- und saisonbereinigt;2007;4. Quartal;82,146;82,613;82,818;/;82,862;80,372;82,934;83,365;81,822;82,450;84,247;86,768;81,151;85,196;81,796;78,731;81,146;73,529;80,980;79,926;84,061;80,873;83,747;75,537
X13 JDemetra+  kalender- und saisonbereinigt;2008;1. Quartal;82,838;83,225;83,360;84,309;83,389;80,739;84,177;83,655;82,591;83,125;84,335;86,516;81,301;84,400;84,711;79,954;82,553;75,315;81,868;81,850;84,457;80,811;87,240;75,878
X13 JDemetra+  kalender- und saisonbereinigt;2008;2. Quartal;82,629;83,017;83,044;83,257;83,036;81,435;82,510;83,486;82,435;83,014;84,252;87,333;80,034;84,362;83,909;80,320;83,002;74,489;81,656;81,510;84,565;80,290;88,060;75,714
X13 JDemetra+  kalender- und saisonbereinigt;2008;3. Quartal;83,550;83,965;84,115;83,984;83,974;82,750;84,385;85,180;83,281;83,851;85,612;88,762;81,609;85,271;82,908;81,179;83,048;75,856;82,513;82,172;85,045;81,648;88,049;77,100
X13 JDemetra+  kalender- und saisonbereinigt;2008;4. Quartal;85,111;86,179;87,867;85,568;88,285;83,230;85,975;87,019;83,730;84,678;86,161;89,411;82,232;85,146;84,070;83,039;84,789;77,189;82,476;80,733;86,041;82,296;87,373;77,209
X13 JDemetra+  kalender- und saisonbereinigt;2009;1. Quartal;85,591;85,662;86,273;87,160;85,969;85,658;87,436;87,936;85,260;85,134;86,656;89,988;82,474;85,751;83,701;82,208;84,688;79,241;85,386;85,598;87,682;84,726;88,646;79,268
X13 JDemetra+  kalender- und saisonbereinigt;2009;2. Quartal;85,590;85,420;85,838;88,699;85,625;83,638;86,100;87,342;85,478;85,063;86,565;90,789;82,221;85,944;82,353;82,251;85,045;78,958;85,974;86,446;90,146;84,132;88,328;78,424
X13 JDemetra+  kalender- und saisonbereinigt;2009;3. Quartal;86,220;86,273;86,619;87,122;86,528;84,029;86,389;87,745;86,032;85,982;86,979;91,235;82,415;87,272;84,821;82,102;86,671;79,350;86,059;86,228;89,637;84,766;88,589;79,198
